Linux 3.10.0-957.1.3.el7.x86_64 (perf48.perf.lab.eng.bos.redhat.com) 	03/19/19 	_x86_64_	(24 CPU)

21:54:46        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
21:54:51        all      4.14      0.00      0.05      0.00      0.00      0.00      0.00      0.00      0.00     95.81
21:54:51          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          1     99.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:54:51          2      0.20      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.60
21:54:51          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         13      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         17      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         18      0.20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.80
21:54:51         19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00

21:54:46       proc/s   cswch/s
21:54:51         11   2793.00
21:54:51         12   2793.00
21:54:51         13   2793.00
21:54:51         14   2793.00
21:54:51         15   2793.00
21:54:51         16   2793.00
21:54:51         17   2793.00
21:54:51         18   2793.00
21:54:51         19   2793.00
21:54:51         20   2793.00
21:54:51         21   2793.00
21:54:51         22   2793.00
21:54:51         23   2793.00

21:54:46         TEMP      degC     %temp DEVICE
21:54:51            1      8.30      0.00 acpitz-virtual-0
21:54:51            2     19.00     23.75 coretemp-isa-0000
21:54:51            3     24.00     30.00 coretemp-isa-0000
21:54:51            4     16.00     20.00 coretemp-isa-0000
21:54:51            5     25.00     31.25 coretemp-isa-0000
21:54:51            6     17.00     21.25 coretemp-isa-0000
21:54:51            7     27.00     33.75 coretemp-isa-0000
21:54:51            8     31.00     38.75 coretemp-isa-0001
21:54:51            9     20.00     25.00 coretemp-isa-0001
21:54:51           10     25.00     31.25 coretemp-isa-0001
21:54:51           11     23.00     28.75 coretemp-isa-0001
21:54:51           12     22.00     27.50 coretemp-isa-0001
21:54:51           13     22.00     27.50 coretemp-isa-0001

21:54:46        BUS  idvendor    idprod  maxpower manufact                product
21:54:51          6       3f0      7029         0 HP                      Virtual Keyboard 

21:54:46     MBfsfree  MBfsused   %fsused  %ufsused     Ifree     Iused    %Iused FILESYSTEM
21:54:51        17984     33191     64.86     64.86  52237152    191648      0.37 /dev/mapper/rhel72_perf48-root
21:54:51       419444    140211     25.05     25.05 573360465      6959      0.00 /dev/sdb
21:54:51          269       227     45.79     45.79    511655       345      0.07 /dev/sda1
21:54:51       194680      5422      2.71      2.71 204722006    282794      0.14 /dev/mapper/rhel72_perf48-home
21:54:51        17984     33191     64.86     64.86  52237152    191648      0.37 /dev/mapper/rhel72_perf48-root
21:54:51        17984     33191     64.86     64.86  52237152    191648      0.37 /dev/mapper/rhel72_perf48-root

21:54:51        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
21:54:56        all      4.13      0.00      0.08      0.00      0.00      0.00      0.00      0.00      0.00     95.80
21:54:56          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56          1     98.80      0.00      1.20      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:54:56          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56          5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56          6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56          7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56          8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56          9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56         10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56         11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56         12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56         13      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56         14      0.20      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.60
21:54:56         15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56         16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56         17      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56         18      0.00      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.80
21:54:56         19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56         20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56         21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56         22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:56         23      0.00      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.80

21:54:51       proc/s   cswch/s
21:54:56         0.80    344.00

21:54:51         INTR    intr/s
21:54:56          sum   1264.60
21:54:56            0      0.00
21:54:56            1      0.00
21:54:56            2      0.00
21:54:56            3      0.00
21:54:56            4      0.00
21:54:56            5      0.00
21:54:56            6      0.00
21:54:56            7      0.00
21:54:56            8      0.00
21:54:56            9      0.00
21:54:56           10      0.00
21:54:56           11      0.00
21:54:56           12      0.00
21:54:56           13      0.00
21:54:56           14      0.00
21:54:56           15      0.00
21:54:56           16      0.00
21:54:56           17      0.00
21:54:56           18      0.00
21:54:56           19      0.00
21:54:56           20      0.00
21:54:56           21      0.00
21:54:56           22      0.00
21:54:56           23      0.00
21:54:56           24      0.00
21:54:56           25      0.00
21:54:56           26      0.00
21:54:56           27      0.00
21:54:56           28      0.00
21:54:56           29      0.00
21:54:56           30      0.00
21:54:56           31      0.00
21:54:56           32      0.00
21:54:56           33      0.00
21:54:56           34      0.00
21:54:56           35      0.00
21:54:56           36      0.00
21:54:56           37      0.00
21:54:56           38      0.00
21:54:56           39      0.00
21:54:56           40      0.00
21:54:56           41      0.60
21:54:56           42      0.00
21:54:56           43      0.00
21:54:56           44      0.00
21:54:56           45      0.40
21:54:56           46      0.40
21:54:56           47      0.40
21:54:56           48      0.40
21:54:56           49      0.40
21:54:56           50      0.40
21:54:56           51      0.40
21:54:56           52      0.40
21:54:56           53      0.40
21:54:56           54      0.40
21:54:56           55      0.40
21:54:56           56      0.40
21:54:56           57      0.40
21:54:56           58      0.40
21:54:56           59      0.40
21:54:56           60      0.40
21:54:56           61      0.40
21:54:56           62      0.40
21:54:56           63      0.40
21:54:56           64      0.40
21:54:56           65      0.40
21:54:56           66      0.40
21:54:56           67      0.40
21:54:56           68      0.40
21:54:56           69      0.00
21:54:56           70      0.00
21:54:56           71      0.40
21:54:56           72      0.40
21:54:56           73      0.40
21:54:56           74      0.40
21:54:56           75      0.40
21:54:56           76      0.40
21:54:56           77      0.40
21:54:56           78      0.40
21:54:56           79      0.40
21:54:56           80      0.40
21:54:56           81      0.40
21:54:56           82      0.40
21:54:56           83      0.40
21:54:56           84      0.40
21:54:56           85      0.40
21:54:56           86      0.40
21:54:56           87      0.40
21:54:56           88      0.40
21:54:56           89      0.40
21:54:56           90      0.40
21:54:56           91      0.40
21:54:56           92      0.40
21:54:56           93      0.40
21:54:56           94      0.40
21:54:56           95      0.00
21:54:56           96      0.00
21:54:56           97      0.40
21:54:56           98      0.40
21:54:56           99      0.40
21:54:56          100      0.40
21:54:56          101      0.40
21:54:56          102      0.40
21:54:56          103      0.40
21:54:56          104      0.40
21:54:56          105      0.40
21:54:56          106      0.40
21:54:56          107      0.40
21:54:56          108      0.40
21:54:56          109      0.40
21:54:56          110      0.40
21:54:56          111      0.40
21:54:56          112      0.40
21:54:56          113      0.40
21:54:56          114      0.40
21:54:56          115      0.40
21:54:56          116      0.40
21:54:56          117      0.40
21:54:56          118      0.40
21:54:56          119      0.40
21:54:56          120      0.40
21:54:56          121      0.00
21:54:56          122      0.00
21:54:56          123      0.40
21:54:56          124      0.40
21:54:56          125      0.40
21:54:56          126      0.80
21:54:56          127      0.40
21:54:56          128      0.40
21:54:56          129      0.40
21:54:56          130      0.40
21:54:56          131      0.40
21:54:56          132      0.40
21:54:56          133      0.40
21:54:56          134      0.40
21:54:56          135      0.40
21:54:56          136      0.40
21:54:56          137      0.40
21:54:56          138      0.40
21:54:56          139      0.40
21:54:56          140      0.40
21:54:56          141      0.40
21:54:56          142      0.40
21:54:56          143      0.40
21:54:56          144      0.40
21:54:56          145      0.40
21:54:56          146      0.40
21:54:56          147      0.00
21:54:56          148      6.00
21:54:56          149      3.80
21:54:56          150      2.20
21:54:56          151      4.00
21:54:56          152      8.40
21:54:56          153      3.00
21:54:56          154      3.40
21:54:56          155      1.20
21:54:56          156      0.00
21:54:56          157      0.00
21:54:56          158      0.00
21:54:56          159      0.00
21:54:56          160      0.00
21:54:56          161      0.00
21:54:56          162      0.00
21:54:56          163      0.00
21:54:56          164      0.00
21:54:56          165      0.00
21:54:56          166      0.00
21:54:56          167      0.00
21:54:56          168      0.00
21:54:56          169      0.00
21:54:56          170      0.00
21:54:56          171      0.00
21:54:56          172      0.00
21:54:56          173      0.00
21:54:56          174      0.00
21:54:56          175      0.00
21:54:56          176      0.00
21:54:56          177      0.00
21:54:56          178      0.00
21:54:56          179      0.00
21:54:56          180      0.00
21:54:56          181      0.00
21:54:56          182      0.00
21:54:56          183      0.00
21:54:56          184      0.00
21:54:56          185      0.00
21:54:56          186      0.00
21:54:56          187      0.00
21:54:56          188      0.00
21:54:56          189      0.00
21:54:56          190      0.00
21:54:56          191      0.00
21:54:56          192      0.00
21:54:56          193      0.00
21:54:56          194      0.00
21:54:56          195      0.00
21:54:56          196      0.00
21:54:56          197      0.00
21:54:56          198      0.00
21:54:56          199      0.00
21:54:56          200      0.00
21:54:56          201      0.00
21:54:56          202      0.00
21:54:56          203      0.00
21:54:56          204      0.00
21:54:56          205      0.00
21:54:56          206      0.00
21:54:56          207      0.00
21:54:56          208      0.00
21:54:56          209      0.00
21:54:56          210      0.00
21:54:56          211      0.00
21:54:56          212      0.00
21:54:56          213      0.00
21:54:56          214      0.00
21:54:56          215      0.00
21:54:56          216      0.00
21:54:56          217      0.00
21:54:56          218      0.00
21:54:56          219      0.00
21:54:56          220      0.00
21:54:56          221      0.00
21:54:56          222      0.00
21:54:56          223      0.00
21:54:56          224      0.00
21:54:56          225      0.00
21:54:56          226      0.00
21:54:56          227      0.00
21:54:56          228      0.00
21:54:56          229      0.00
21:54:56          230      0.00
21:54:56          231      0.00
21:54:56          232      0.00
21:54:56          233      0.00
21:54:56          234      0.00
21:54:56          235      0.00
21:54:56          236      0.00
21:54:56          237      0.00
21:54:56          238      0.00
21:54:56          239      0.00
21:54:56          240      0.00
21:54:56          241      0.00
21:54:56          242      0.00
21:54:56          243      0.00
21:54:56          244      0.00
21:54:56          245      0.00
21:54:56          246      0.00
21:54:56          247      0.00
21:54:56          248      0.00
21:54:56          249      0.00
21:54:56          250      0.00
21:54:56          251      0.00
21:54:56          252      0.00
21:54:56          253      0.00
21:54:56          254      0.00
21:54:56          255      0.00
21:54:56          256      0.00
21:54:56          257      0.00
21:54:56          258      0.00
21:54:56          259      0.00
21:54:56          260      0.00
21:54:56          261      0.00
21:54:56          262      0.00
21:54:56          263      0.00
21:54:56          264      0.00
21:54:56          265      0.00
21:54:56          266      0.00
21:54:56          267      0.00
21:54:56          268      0.00
21:54:56          269      0.00
21:54:56          270      0.00
21:54:56          271      0.00
21:54:56          272      0.00
21:54:56          273      0.00
21:54:56          274      0.00
21:54:56          275      0.00
21:54:56          276      0.00
21:54:56          277      0.00
21:54:56          278      0.00
21:54:56          279      0.00
21:54:56          280      0.00
21:54:56          281      0.00
21:54:56          282      0.00
21:54:56          283      0.00
21:54:56          284      0.00
21:54:56          285      0.00
21:54:56          286      0.00
21:54:56          287      0.00
21:54:56          288      0.00
21:54:56          289      0.00
21:54:56          290      0.00
21:54:56          291      0.00
21:54:56          292      0.00
21:54:56          293      0.00
21:54:56          294      0.00
21:54:56          295      0.00
21:54:56          296      0.00
21:54:56          297      0.00
21:54:56          298      0.00
21:54:56          299      0.00
21:54:56          300      0.00
21:54:56          301      0.00
21:54:56          302      0.00
21:54:56          303      0.00
21:54:56          304      0.00
21:54:56          305      0.00
21:54:56          306      0.00
21:54:56          307      0.00
21:54:56          308      0.00
21:54:56          309      0.00
21:54:56          310      0.00
21:54:56          311      0.00
21:54:56          312      0.00
21:54:56          313      0.00
21:54:56          314      0.00
21:54:56          315      0.00
21:54:56          316      0.00
21:54:56          317      0.00
21:54:56          318      0.00
21:54:56          319      0.00
21:54:56          320      0.00
21:54:56          321      0.00
21:54:56          322      0.00
21:54:56          323      0.00
21:54:56          324      0.00
21:54:56          325      0.00
21:54:56          326      0.00
21:54:56          327      0.00
21:54:56          328      0.00
21:54:56          329      0.00
21:54:56          330      0.00
21:54:56          331      0.00
21:54:56          332      0.00
21:54:56          333      0.00
21:54:56          334      0.00
21:54:56          335      0.00
21:54:56          336      0.00
21:54:56          337      0.00
21:54:56          338      0.00
21:54:56          339      0.00
21:54:56          340      0.00
21:54:56          341      0.00
21:54:56          342      0.00
21:54:56          343      0.00
21:54:56          344      0.00
21:54:56          345      0.00
21:54:56          346      0.00
21:54:56          347      0.00
21:54:56          348      0.00
21:54:56          349      0.00
21:54:56          350      0.00
21:54:56          351      0.00
21:54:56          352      0.00
21:54:56          353      0.00
21:54:56          354      0.00
21:54:56          355      0.00
21:54:56          356      0.00
21:54:56          357      0.00
21:54:56          358      0.00
21:54:56          359      0.00
21:54:56          360      0.00
21:54:56          361      0.00
21:54:56          362      0.00
21:54:56          363      0.00
21:54:56          364      0.00
21:54:56          365      0.00
21:54:56          366      0.00
21:54:56          367      0.00
21:54:56          368      0.00
21:54:56          369      0.00
21:54:56          370      0.00
21:54:56          371      0.00
21:54:56          372      0.00
21:54:56          373      0.00
21:54:56          374      0.00
21:54:56          375      0.00
21:54:56          376      0.00
21:54:56          377      0.00
21:54:56          378      0.00
21:54:56          379      0.00
21:54:56          380      0.00
21:54:56          381      0.00
21:54:56          382      0.00
21:54:56          383      0.00
21:54:56          384      0.00
21:54:56          385      0.00
21:54:56          386      0.00
21:54:56          387      0.00
21:54:56          388      0.00
21:54:56          389      0.00
21:54:56          390      0.00
21:54:56          391      0.00
21:54:56          392      0.00
21:54:56          393      0.00
21:54:56          394      0.00
21:54:56          395      0.00
21:54:56          396      0.00
21:54:56          397      0.00
21:54:56          398      0.00
21:54:56          399      0.00
21:54:56          400      0.00
21:54:56          401      0.00
21:54:56          402      0.00
21:54:56          403      0.00
21:54:56          404      0.00
21:54:56          405      0.00
21:54:56          406      0.00
21:54:56          407      0.00
21:54:56          408      0.00
21:54:56          409      0.00
21:54:56          410      0.00
21:54:56          411      0.00
21:54:56          412      0.00
21:54:56          413      0.00
21:54:56          414      0.00
21:54:56          415      0.00
21:54:56          416      0.00
21:54:56          417      0.00
21:54:56          418      0.00
21:54:56          419      0.00
21:54:56          420      0.00
21:54:56          421      0.00
21:54:56          422      0.00
21:54:56          423      0.00
21:54:56          424      0.00
21:54:56          425      0.00
21:54:56          426      0.00
21:54:56          427      0.00
21:54:56          428      0.00
21:54:56          429      0.00
21:54:56          430      0.00
21:54:56          431      0.00
21:54:56          432      0.00
21:54:56          433      0.00
21:54:56          434      0.00
21:54:56          435      0.00
21:54:56          436      0.00
21:54:56          437      0.00
21:54:56          438      0.00
21:54:56          439      0.00
21:54:56          440      0.00
21:54:56          441      0.00
21:54:56          442      0.00
21:54:56          443      0.00
21:54:56          444      0.00
21:54:56          445      0.00
21:54:56          446      0.00
21:54:56          447      0.00
21:54:56          448      0.00
21:54:56          449      0.00
21:54:56          450      0.00
21:54:56          451      0.00
21:54:56          452      0.00
21:54:56          453      0.00
21:54:56          454      0.00
21:54:56          455      0.00
21:54:56          456      0.00
21:54:56          457      0.00
21:54:56          458      0.00
21:54:56          459      0.00
21:54:56          460      0.00
21:54:56          461      0.00
21:54:56          462      0.00
21:54:56          463      0.00
21:54:56          464      0.00
21:54:56          465      0.00
21:54:56          466      0.00
21:54:56          467      0.00
21:54:56          468      0.00
21:54:56          469      0.00
21:54:56          470      0.00
21:54:56          471      0.00
21:54:56          472      0.00
21:54:56          473      0.00
21:54:56          474      0.00
21:54:56          475      0.00
21:54:56          476      0.00
21:54:56          477      0.00
21:54:56          478      0.00
21:54:56          479      0.00
21:54:56          480      0.00
21:54:56          481      0.00
21:54:56          482      0.00
21:54:56          483      0.00
21:54:56          484      0.00
21:54:56          485      0.00
21:54:56          486      0.00
21:54:56          487      0.00
21:54:56          488      0.00
21:54:56          489      0.00
21:54:56          490      0.00
21:54:56          491      0.00
21:54:56          492      0.00
21:54:56          493      0.00
21:54:56          494      0.00
21:54:56          495      0.00
21:54:56          496      0.00
21:54:56          497      0.00
21:54:56          498      0.00
21:54:56          499      0.00
21:54:56          500      0.00
21:54:56          501      0.00
21:54:56          502      0.00
21:54:56          503      0.00
21:54:56          504      0.00
21:54:56          505      0.00
21:54:56          506      0.00
21:54:56          507      0.00
21:54:56          508      0.00
21:54:56          509      0.00
21:54:56          510      0.00
21:54:56          511      0.00
21:54:56          512      0.00
21:54:56          513      0.00
21:54:56          514      0.00
21:54:56          515      0.00
21:54:56          516      0.00
21:54:56          517      0.00
21:54:56          518      0.00
21:54:56          519      0.00
21:54:56          520      0.00
21:54:56          521      0.00
21:54:56          522      0.00
21:54:56          523      0.00
21:54:56          524      0.00
21:54:56          525      0.00
21:54:56          526      0.00
21:54:56          527      0.00
21:54:56          528      0.00
21:54:56          529      0.00
21:54:56          530      0.00
21:54:56          531      0.00
21:54:56          532      0.00
21:54:56          533      0.00
21:54:56          534      0.00
21:54:56          535      0.00
21:54:56          536      0.00
21:54:56          537      0.00
21:54:56          538      0.00
21:54:56          539      0.00
21:54:56          540      0.00
21:54:56          541      0.00
21:54:56          542      0.00
21:54:56          543      0.00
21:54:56          544      0.00
21:54:56          545      0.00
21:54:56          546      0.00
21:54:56          547      0.00
21:54:56          548      0.00
21:54:56          549      0.00
21:54:56          550      0.00
21:54:56          551      0.00
21:54:56          552      0.00
21:54:56          553      0.00
21:54:56          554      0.00
21:54:56          555      0.00
21:54:56          556      0.00
21:54:56          557      0.00
21:54:56          558      0.00
21:54:56          559      0.00
21:54:56          560      0.00
21:54:56          561      0.00
21:54:56          562      0.00
21:54:56          563      0.00
21:54:56          564      0.00
21:54:56          565      0.00
21:54:56          566      0.00
21:54:56          567      0.00
21:54:56          568      0.00
21:54:56          569      0.00
21:54:56          570      0.00
21:54:56          571      0.00
21:54:56          572      0.00
21:54:56          573      0.00
21:54:56          574      0.00
21:54:56          575      0.00
21:54:56          576      0.00
21:54:56          577      0.00
21:54:56          578      0.00
21:54:56          579      0.00
21:54:56          580      0.00
21:54:56          581      0.00
21:54:56          582      0.00
21:54:56          583      0.00
21:54:56          584      0.00
21:54:56          585      0.00
21:54:56          586      0.00
21:54:56          587      0.00
21:54:56          588      0.00
21:54:56          589      0.00
21:54:56          590      0.00
21:54:56          591      0.00
21:54:56          592      0.00
21:54:56          593      0.00
21:54:56          594      0.00
21:54:56          595      0.00
21:54:56          596      0.00
21:54:56          597      0.00
21:54:56          598      0.00
21:54:56          599      0.00
21:54:56          600      0.00
21:54:56          601      0.00
21:54:56          602      0.00
21:54:56          603      0.00
21:54:56          604      0.00
21:54:56          605      0.00
21:54:56          606      0.00
21:54:56          607      0.00
21:54:56          608      0.00
21:54:56          609      0.00
21:54:56          610      0.00
21:54:56          611      0.00
21:54:56          612      0.00
21:54:56          613      0.00
21:54:56          614      0.00
21:54:56          615      0.00
21:54:56          616      0.00
21:54:56          617      0.00
21:54:56          618      0.00
21:54:56          619      0.00
21:54:56          620      0.00
21:54:56          621      0.00
21:54:56          622      0.00
21:54:56          623      0.00
21:54:56          624      0.00
21:54:56          625      0.00
21:54:56          626      0.00
21:54:56          627      0.00
21:54:56          628      0.00
21:54:56          629      0.00
21:54:56          630      0.00
21:54:56          631      0.00
21:54:56          632      0.00
21:54:56          633      0.00
21:54:56          634      0.00
21:54:56          635      0.00
21:54:56          636      0.00
21:54:56          637      0.00
21:54:56          638      0.00
21:54:56          639      0.00
21:54:56          640      0.00
21:54:56          641      0.00
21:54:56          642      0.00
21:54:56          643      0.00
21:54:56          644      0.00
21:54:56          645      0.00
21:54:56          646      0.00
21:54:56          647      0.00
21:54:56          648      0.00
21:54:56          649      0.00
21:54:56          650      0.00
21:54:56          651      0.00
21:54:56          652      0.00
21:54:56          653      0.00
21:54:56          654      0.00
21:54:56          655      0.00
21:54:56          656      0.00
21:54:56          657      0.00
21:54:56          658      0.00
21:54:56          659      0.00
21:54:56          660      0.00
21:54:56          661      0.00
21:54:56          662      0.00
21:54:56          663      0.00
21:54:56          664      0.00
21:54:56          665      0.00
21:54:56          666      0.00
21:54:56          667      0.00
21:54:56          668      0.00
21:54:56          669      0.00
21:54:56          670      0.00
21:54:56          671      0.00
21:54:56          672      0.00
21:54:56          673      0.00
21:54:56          674      0.00
21:54:56          675      0.00
21:54:56          676      0.00
21:54:56          677      0.00
21:54:56          678      0.00
21:54:56          679      0.00
21:54:56          680      0.00
21:54:56          681      0.00
21:54:56          682      0.00
21:54:56          683      0.00
21:54:56          684      0.00
21:54:56          685      0.00
21:54:56          686      0.00
21:54:56          687      0.00
21:54:56          688      0.00
21:54:56          689      0.00
21:54:56          690      0.00
21:54:56          691      0.00
21:54:56          692      0.00
21:54:56          693      0.00
21:54:56          694      0.00
21:54:56          695      0.00
21:54:56          696      0.00
21:54:56          697      0.00
21:54:56          698      0.00
21:54:56          699      0.00
21:54:56          700      0.00
21:54:56          701      0.00
21:54:56          702      0.00
21:54:56          703      0.00
21:54:56          704      0.00
21:54:56          705      0.00
21:54:56          706      0.00
21:54:56          707      0.00
21:54:56          708      0.00
21:54:56          709      0.00
21:54:56          710      0.00
21:54:56          711      0.00
21:54:56          712      0.00
21:54:56          713      0.00
21:54:56          714      0.00
21:54:56          715      0.00
21:54:56          716      0.00
21:54:56          717      0.00
21:54:56          718      0.00
21:54:56          719      0.00
21:54:56          720      0.00
21:54:56          721      0.00
21:54:56          722      0.00
21:54:56          723      0.00
21:54:56          724      0.00
21:54:56          725      0.00
21:54:56          726      0.00
21:54:56          727      0.00
21:54:56          728      0.00
21:54:56          729      0.00
21:54:56          730      0.00
21:54:56          731      0.00
21:54:56          732      0.00
21:54:56          733      0.00
21:54:56          734      0.00
21:54:56          735      0.00
21:54:56          736      0.00
21:54:56          737      0.00
21:54:56          738      0.00
21:54:56          739      0.00
21:54:56          740      0.00
21:54:56          741      0.00
21:54:56          742      0.00
21:54:56          743      0.00
21:54:56          744      0.00
21:54:56          745      0.00
21:54:56          746      0.00
21:54:56          747      0.00
21:54:56          748      0.00
21:54:56          749      0.00
21:54:56          750      0.00
21:54:56          751      0.00
21:54:56          752      0.00
21:54:56          753      0.00
21:54:56          754      0.00
21:54:56          755      0.00
21:54:56          756      0.00
21:54:56          757      0.00
21:54:56          758      0.00
21:54:56          759      0.00
21:54:56          760      0.00
21:54:56          761      0.00
21:54:56          762      0.00
21:54:56          763      0.00
21:54:56          764      0.00
21:54:56          765      0.00
21:54:56          766      0.00
21:54:56          767      0.00
21:54:56          768      0.00
21:54:56          769      0.00
21:54:56          770      0.00
21:54:56          771      0.00
21:54:56          772      0.00
21:54:56          773      0.00
21:54:56          774      0.00
21:54:56          775      0.00
21:54:56          776      0.00
21:54:56          777      0.00
21:54:56          778      0.00
21:54:56          779      0.00
21:54:56          780      0.00
21:54:56          781      0.00
21:54:56          782      0.00
21:54:56          783      0.00
21:54:56          784      0.00
21:54:56          785      0.00
21:54:56          786      0.00
21:54:56          787      0.00
21:54:56          788      0.00
21:54:56          789      0.00
21:54:56          790      0.00
21:54:56          791      0.00
21:54:56          792      0.00
21:54:56          793      0.00
21:54:56          794      0.00
21:54:56          795      0.00
21:54:56          796      0.00
21:54:56          797      0.00
21:54:56          798      0.00
21:54:56          799      0.00
21:54:56          800      0.00
21:54:56          801      0.00
21:54:56          802      0.00
21:54:56          803      0.00
21:54:56          804      0.00
21:54:56          805      0.00
21:54:56          806      0.00
21:54:56          807      0.00
21:54:56          808      0.00
21:54:56          809      0.00
21:54:56          810      0.00
21:54:56          811      0.00
21:54:56          812      0.00
21:54:56          813      0.00
21:54:56          814      0.00
21:54:56          815      0.00
21:54:56          816      0.00
21:54:56          817      0.00
21:54:56          818      0.00
21:54:56          819      0.00
21:54:56          820      0.00
21:54:56          821      0.00
21:54:56          822      0.00
21:54:56          823      0.00
21:54:56          824      0.00
21:54:56          825      0.00
21:54:56          826      0.00
21:54:56          827      0.00
21:54:56          828      0.00
21:54:56          829      0.00
21:54:56          830      0.00
21:54:56          831      0.00
21:54:56          832      0.00
21:54:56          833      0.00
21:54:56          834      0.00
21:54:56          835      0.00
21:54:56          836      0.00
21:54:56          837      0.00
21:54:56          838      0.00
21:54:56          839      0.00
21:54:56          840      0.00
21:54:56          841      0.00
21:54:56          842      0.00
21:54:56          843      0.00
21:54:56          844      0.00
21:54:56          845      0.00
21:54:56          846      0.00
21:54:56          847      0.00
21:54:56          848      0.00
21:54:56          849      0.00
21:54:56          850      0.00
21:54:56          851      0.00
21:54:56          852      0.00
21:54:56          853      0.00
21:54:56          854      0.00
21:54:56          855      0.00
21:54:56          856      0.00
21:54:56          857      0.00
21:54:56          858      0.00
21:54:56          859      0.00
21:54:56          860      0.00
21:54:56          861      0.00
21:54:56          862      0.00
21:54:56          863      0.00
21:54:56          864      0.00
21:54:56          865      0.00
21:54:56          866      0.00
