Linux 3.10.0-234.el7.x86_64 (a.foo.example.com) 	04/01/2015 	_x86_64_	(16 CPU)

07:50:06 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
07:50:09 AM     all      1.17      0.00      0.79      0.00      0.00      0.00      0.00      0.00      0.00     98.04
07:50:09 AM       0      1.01      0.00      2.35      0.34      0.00      0.00      0.00      0.00      0.00     96.31
07:50:09 AM       1      0.33      0.00      0.33      0.00      0.00      0.00      0.00      0.00      0.00     99.34
07:50:09 AM       2      4.32      0.00      1.66      0.00      0.00      0.00      0.00      0.00      0.00     94.02
07:50:09 AM       3      3.67      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     94.33
07:50:09 AM       4      1.66      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.34
07:50:09 AM       5      2.01      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     96.99
07:50:09 AM       6      1.00      0.00      0.67      0.00      0.00      0.00      0.00      0.00      0.00     98.33
07:50:09 AM       7      0.66      0.00      0.66      0.00      0.00      0.00      0.00      0.00      0.00     98.67
07:50:09 AM       8      0.67      0.00      0.67      0.00      0.00      0.00      0.00      0.00      0.00     98.66
07:50:09 AM       9      1.00      0.00      0.67      0.00      0.00      0.00      0.00      0.00      0.00     98.33
07:50:09 AM      10      0.00      0.00      0.33      0.00      0.00      0.00      0.00      0.00      0.00     99.67
07:50:09 AM      11      1.00      0.00      0.33      0.00      0.00      0.00      0.00      0.00      0.00     98.67
07:50:09 AM      12      1.00      0.00      0.33      0.00      0.00      0.00      0.00      0.00      0.00     98.66
07:50:09 AM      13      0.33      0.00      0.33      0.00      0.00      0.00      0.00      0.00      0.00     99.33
07:50:09 AM      14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
07:50:09 AM      15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00

07:50:06 AM    proc/s   cswch/s
07:50:09 AM       796      0.00
07:50:09 AM       797      0.00
07:50:09 AM       798      0.00
07:50:09 AM       799      0.00
07:50:09 AM       800      0.00
07:50:09 AM       801      0.00
07:50:09 AM       802      0.00
07:50:09 AM       803      0.00
07:50:09 AM       804      0.00
07:50:09 AM       805      0.00
07:50:09 AM       806      0.00
07:50:09 AM       807      0.00
07:50:09 AM       808      0.00
07:50:09 AM       809      0.00
07:50:09 AM       810      0.00
07:50:09 AM       811      0.00
07:50:09 AM       812      0.00
07:50:09 AM       813      0.00
07:50:09 AM       814      0.00
07:50:09 AM       815      0.00
07:50:09 AM       816      0.00
07:50:09 AM       817      0.00
07:50:09 AM       818      0.00
07:50:09 AM       819      0.00
07:50:09 AM       820      0.00
07:50:09 AM       821      0.00
07:50:09 AM       822      0.00
07:50:09 AM       823      0.00
07:50:09 AM       824      0.00
07:50:09 AM       825      0.00
07:50:09 AM       826      0.00
07:50:09 AM       827      0.00
07:50:09 AM       828      0.00
07:50:09 AM       829      0.00
07:50:09 AM       830      0.00
07:50:09 AM       831      0.00
07:50:09 AM       832      0.00
07:50:09 AM       833      0.00
07:50:09 AM       834      0.00
07:50:09 AM       835      0.00
07:50:09 AM       836      0.00
07:50:09 AM       837      0.00
07:50:09 AM       838      0.00
07:50:09 AM       839      0.00
07:50:09 AM       840      0.00
07:50:09 AM       841      0.00
07:50:09 AM       842      0.00
07:50:09 AM       843      0.00
07:50:09 AM       844      0.00
07:50:09 AM       845      0.00
07:50:09 AM       846      0.00
07:50:09 AM       847      0.00
07:50:09 AM       848      0.00
07:50:09 AM       849      0.00
07:50:09 AM       850      0.00
07:50:09 AM       851      0.00
07:50:09 AM       852      0.00
07:50:09 AM       853      0.00
07:50:09 AM       854      0.00
07:50:09 AM       855      0.00
07:50:09 AM       856      0.00
07:50:09 AM       857      0.00
07:50:09 AM       858      0.00
07:50:09 AM       859      0.00
07:50:09 AM       860      0.00
07:50:09 AM       861      0.00
07:50:09 AM       862      0.00
07:50:09 AM       863      0.00
07:50:09 AM       864      0.00
07:50:09 AM       865      0.00
07:50:09 AM       866      0.00
07:50:09 AM       867      0.00
07:50:09 AM       868      0.00
07:50:09 AM       869      0.00
07:50:09 AM       870      0.00
07:50:09 AM       871      0.00
07:50:09 AM       872      0.00
07:50:09 AM       873      0.00
07:50:09 AM       874      0.00
07:50:09 AM       875      0.00
07:50:09 AM       876      0.00
07:50:09 AM       877      0.00
07:50:09 AM       878      0.00
07:50:09 AM       879      0.00
07:50:09 AM       880      0.00
07:50:09 AM       881      0.00
07:50:09 AM       882      0.00
07:50:09 AM       883      0.00
07:50:09 AM       884      0.00
07:50:09 AM       885      0.00
07:50:09 AM       886      0.00
07:50:09 AM       887      0.00
07:50:09 AM       888      0.00
07:50:09 AM       889      0.00
07:50:09 AM       890      0.00
07:50:09 AM       891      0.00
07:50:09 AM       892      0.00
07:50:09 AM       893      0.00
07:50:09 AM       894      0.00
07:50:09 AM       895      0.00
07:50:09 AM       896      0.00
07:50:09 AM       897      0.00
07:50:09 AM       898      0.00
07:50:09 AM       899      0.00
07:50:09 AM       900      0.00
07:50:09 AM       901      0.00
07:50:09 AM       902      0.00
07:50:09 AM       903      0.00
07:50:09 AM       904      0.00
07:50:09 AM       905      0.00
07:50:09 AM       906      0.00
07:50:09 AM       907      0.00
07:50:09 AM       908      0.00
07:50:09 AM       909      0.00
07:50:09 AM       910      0.00
07:50:09 AM       911      0.00
07:50:09 AM       912      0.00
07:50:09 AM       913      0.00
07:50:09 AM       914      0.00
07:50:09 AM       915      0.00
07:50:09 AM       916      0.00
07:50:09 AM       917      0.00
07:50:09 AM       918      0.00
07:50:09 AM       919      0.00
07:50:09 AM       920      0.00
07:50:09 AM       921      0.00
07:50:09 AM       922      0.00
07:50:09 AM       923      0.00
07:50:09 AM       924      0.00
07:50:09 AM       925      0.00
07:50:09 AM       926      0.00
07:50:09 AM       927      0.00
07:50:09 AM       928      0.00
07:50:09 AM       929      0.00
07:50:09 AM       930      0.00
07:50:09 AM       931      0.00
07:50:09 AM       932      0.00
07:50:09 AM       933      0.00
07:50:09 AM       934      0.00
07:50:09 AM       935      0.00
07:50:09 AM       936      0.00
07:50:09 AM       937      0.00
07:50:09 AM       938      0.00
07:50:09 AM       939      0.00
07:50:09 AM       940      0.00
07:50:09 AM       941      0.00
07:50:09 AM       942      0.00
07:50:09 AM       943      0.00
07:50:09 AM       944      0.00
07:50:09 AM       945      0.00
07:50:09 AM       946      0.00
07:50:09 AM       947      0.00
07:50:09 AM       948      0.00
07:50:09 AM       949      0.00
07:50:09 AM       950      0.00
07:50:09 AM       951      0.00
07:50:09 AM       952      0.00
07:50:09 AM       953      0.00
07:50:09 AM       954      0.00
07:50:09 AM       955      0.00
07:50:09 AM       956      0.00
07:50:09 AM       957      0.00
07:50:09 AM       958      0.00
07:50:09 AM       959      0.00
07:50:09 AM       960      0.00
07:50:09 AM       961      0.00
07:50:09 AM       962      0.00
07:50:09 AM       963      0.00
07:50:09 AM       964      0.00
07:50:09 AM       965      0.00
07:50:09 AM       966      0.00
07:50:09 AM       967      0.00
07:50:09 AM       968      0.00
07:50:09 AM       969      0.00
07:50:09 AM       970      0.00
07:50:09 AM       971      0.00
07:50:09 AM       972      0.00
07:50:09 AM       973      0.00
07:50:09 AM       974      0.00
07:50:09 AM       975      0.00
07:50:09 AM       976      0.00
07:50:09 AM       977      0.00
07:50:09 AM       978      0.00
07:50:09 AM       979      0.00
07:50:09 AM       980      0.00
07:50:09 AM       981      0.00
07:50:09 AM       982      0.00
07:50:09 AM       983      0.00
07:50:09 AM       984      0.00
07:50:09 AM       985      0.00
07:50:09 AM       986      0.00
07:50:09 AM       987      0.00
07:50:09 AM       988      0.00
07:50:09 AM       989      0.00
07:50:09 AM       990      0.00
07:50:09 AM       991      0.00
07:50:09 AM       992      0.00
07:50:09 AM       993      0.00
07:50:09 AM       994      0.00
07:50:09 AM       995      0.00
07:50:09 AM       996      0.00
07:50:09 AM       997      0.00
07:50:09 AM       998      0.00
07:50:09 AM       999      0.00
07:50:09 AM       1000      0.00
07:50:09 AM       1001      0.00
07:50:09 AM       1002      0.00
07:50:09 AM       1003      0.00
07:50:09 AM       1004      0.00
07:50:09 AM       1005      0.00
07:50:09 AM       1006      0.00
07:50:09 AM       1007      0.00
07:50:09 AM       1008      0.00
07:50:09 AM       1009      0.00
07:50:09 AM       1010      0.00
07:50:09 AM       1011      0.00
07:50:09 AM       1012      0.00
07:50:09 AM       1013      0.00
07:50:09 AM       1014      0.00
07:50:09 AM       1015      0.00
07:50:09 AM       1016      0.00
07:50:09 AM       1017      0.00
07:50:09 AM       1018      0.00
07:50:09 AM       1019      0.00
07:50:09 AM       1020      0.00
07:50:09 AM       1021      0.00
07:50:09 AM       1022      0.00
07:50:09 AM       1023      0.00

07:50:06 AM  pswpin/s pswpout/s
07:50:09 AM      0.00      0.00

07:50:06 AM  pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s    %vmeff
07:50:09 AM      0.00     12.67  34858.00      0.00  13569.33      0.00      0.00      0.00      0.00

07:50:06 AM       tps      rtps      wtps   bread/s   bwrtn/s
07:50:09 AM      1.00      0.00      1.00      0.00     25.00

07:50:06 AM   frmpg/s   bufpg/s   campg/s
07:50:09 AM   -976.00      0.00     32.00

07:50:06 AM kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
07:50:09 AM 130597092   1284960      0.97      4120    284648    294008      0.22    221904    144348       400

07:50:06 AM kbswpfree kbswpused  %swpused  kbswpcad   %swpcad
07:50:09 AM   4194300         0      0.00         0      0.00

07:50:06 AM kbhugfree kbhugused  %hugused
07:50:09 AM         0         0      0.00

07:50:06 AM dentunusd   file-nr  inode-nr    pty-nr
07:50:09 AM     37373      1664     37603         9

07:50:06 AM   runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
07:50:09 AM         7       404      0.33      0.31      0.19         0

07:50:06 AM       TTY   rcvin/s   xmtin/s framerr/s prtyerr/s     brk/s   ovrun/s
07:50:09 AM         0      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM         1      0.00      0.00      0.00      0.00      0.00      0.00

07:50:06 AM       DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
07:50:09 AM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    dev8-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    dev8-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM   dev8-16      1.00      0.00     25.00     25.00      0.00      0.00      0.00      0.00
07:50:09 AM   dev8-17      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM   dev8-18      0.67      0.00     25.00     37.50      0.00      0.00      0.00      0.00
07:50:09 AM  dev253-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM  dev253-1      1.00      0.00     25.00     25.00      0.00      0.00      0.00      0.00
07:50:09 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM  dev253-3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM  dev253-4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:50:06 AM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
07:50:09 AM    p1p1_5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM       br0     16.67     12.33      3.61      2.56      0.00      0.00      0.00      0.00
07:50:09 AM      p2p1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM      p2p2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p1_1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p1_6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p1_2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p1_3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM virbr0-nic      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    virbr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p1_4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM       em1     21.33     16.67      5.01      3.15      0.00      0.00      4.67      0.00
07:50:09 AM       em4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM       em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM       em3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM      p1p1      1.00      1.00      0.06      0.04      0.00      0.00      0.00      0.00
07:50:09 AM      p1p2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p1_0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:50:06 AM     IFACE   rxerr/s   txerr/s    coll/s  rxdrop/s  txdrop/s  txcarr/s  rxfram/s  rxfifo/s  txfifo/s
07:50:09 AM    p1p1_5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM       br0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM      p2p1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM      p2p2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p1_1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p1_6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p1_2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p1_3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM virbr0-nic      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    virbr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p1_4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM       em1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM       em4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM       em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM       em3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM      p1p1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM      p1p2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p1_0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:09 AM    p1p2_0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:50:06 AM    call/s retrans/s    read/s   write/s  access/s  getatt/s
07:50:09 AM      0.00      0.00      0.00      0.00      0.00      0.00

07:50:06 AM   scall/s badcall/s  packet/s     udp/s     tcp/s     hit/s    miss/s   sread/s  swrite/s saccess/s sgetatt/s
07:50:09 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:50:06 AM    totsck    tcpsck    udpsck    rawsck   ip-frag    tcp-tw
07:50:09 AM       288         6         6         0         0         0

07:50:06 AM    irec/s  fwddgm/s    idel/s     orq/s   asmrq/s   asmok/s  fragok/s fragcrt/s
07:50:09 AM     14.67      0.00     11.33     12.33      0.00      0.00      0.00      0.00

07:50:06 AM ihdrerr/s iadrerr/s iukwnpr/s   idisc/s   odisc/s   onort/s    asmf/s   fragf/s
07:50:09 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:50:06 AM    imsg/s    omsg/s    iech/s   iechr/s    oech/s   oechr/s     itm/s    itmr/s     otm/s    otmr/s  iadrmk/s iadrmkr/s  oadrmk/s oadrmkr/s
07:50:09 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:50:06 AM    ierr/s    oerr/s idstunr/s odstunr/s   itmex/s   otmex/s iparmpb/s oparmpb/s   isrcq/s   osrcq/s  iredir/s  oredir/s
07:50:09 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:50:06 AM  active/s passive/s    iseg/s    oseg/s
07:50:09 AM      0.00      0.33      6.67      7.67

07:50:06 AM  atmptf/s  estres/s retrans/s isegerr/s   orsts/s
07:50:09 AM      0.00      0.00      0.00      0.00      0.00

07:50:06 AM    idgm/s    odgm/s  noport/s idgmerr/s
07:50:09 AM      4.67      4.67      0.00      0.00

07:50:06 AM   tcp6sck   udp6sck   raw6sck  ip6-frag
07:50:09 AM         3         3         0         0

07:50:06 AM   irec6/s fwddgm6/s   idel6/s    orq6/s  asmrq6/s  asmok6/s imcpck6/s omcpck6/s fragok6/s fragcr6/s
07:50:09 AM      0.33      0.00      0.00      0.00      0.00      0.00      0.33      0.00      0.00      0.00

07:50:06 AM ihdrer6/s iadrer6/s iukwnp6/s  i2big6/s  idisc6/s  odisc6/s  inort6/s  onort6/s   asmf6/s  fragf6/s itrpck6/s
07:50:09 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:50:06 AM   imsg6/s   omsg6/s   iech6/s  iechr6/s  oechr6/s  igmbq6/s  igmbr6/s  ogmbr6/s igmbrd6/s ogmbrd6/s irtsol6/s ortsol6/s  irtad6/s inbsol6/s onbsol6/s  inbad6/s  onbad6/s
07:50:09 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:50:06 AM   ierr6/s idtunr6/s odtunr6/s  itmex6/s  otmex6/s iprmpb6/s oprmpb6/s iredir6/s oredir6/s ipck2b6/s opck2b6/s
07:50:09 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:50:06 AM   idgm6/s   odgm6/s noport6/s idgmer6/s
07:50:09 AM      0.00      0.00      0.00      0.00

07:50:06 AM     CPU       MHz
07:50:09 AM     all   2000.03
07:50:09 AM       0   2000.03
07:50:09 AM       1   2000.03
07:50:09 AM       2   2000.03
07:50:09 AM       3   2000.03
07:50:09 AM       4   2000.03
07:50:09 AM       5   2000.03
07:50:09 AM       6   2000.03
07:50:09 AM       7   2000.03
07:50:09 AM       8   2000.03
07:50:09 AM       9   2000.03
07:50:09 AM      10   2000.03
07:50:09 AM      11   2000.03
07:50:09 AM      12   2000.03
07:50:09 AM      13   2000.03
07:50:09 AM      14   2000.03
07:50:09 AM      15   2000.03

07:50:06 AM     BUS  idvendor    idprod  maxpower                manufact                                         product
07:50:09 AM       1      8087        24         0
07:50:09 AM       2      8087        24         0
07:50:09 AM       1       624       248       200         no manufacturer                                  Gadget USB HUB
07:50:09 AM       1       624       249         0                 Avocent                         Keyboard/Mouse Function

07:50:06 AM  MBfsfree  MBfsused   %fsused  %ufsused     Ifree     Iused    %Iused FILESYSTEM
07:50:09 AM     48907      2268      4.43      4.43  52343210     85590      0.16 /dev/mapper/perf88_rhel71-root
07:50:09 AM     10213       277      2.64      2.64  10751608       392      0.00 /dev/sdb1
07:50:09 AM    211129      8224      3.75      3.75 224727033         7      0.00 /dev/mapper/perf88_rhel71-home
