
timestamp: 1481113774.977919919
# pxname,svname,qcur,qmax,scur,smax,slim,stot,bin,bout,dreq,dresp,ereq,econ,eresp,wretr,wredis,status,weight,act,bck,chkfail,chkdown,lastchg,downtime,qlimit,pid,iid,sid,throttle,lbtot,tracked,type,rate,rate_lim,rate_max,check_status,check_code,check_duration,hrsp_1xx,hrsp_2xx,hrsp_3xx,hrsp_4xx,hrsp_5xx,hrsp_other,hanafail,req_rate,req_rate_max,req_tot,cli_abrt,srv_abrt,comp_in,comp_out,comp_byp,comp_rsp,lastsess,last_chk,last_agt,qtime,ctime,rtime,ttime,
be_http_nginx-1_nginx-route-example-1,c4173fc2d0aa1ebf0b998bf010731eeb,0,0,0,2,,4891,743432,6177093,,0,,0,0,0,0,UP,100,1,0,0,0,147,0,,1,12,1,,4891,,2,167,,167,L4OK,,0,0,4891,0,0,0,0,0,,,,0,0,,,,,0,,,0,0,0,8,
be_http_nginx-1_nginx-route-example-1,BACKEND,0,0,0,2,1,4891,743432,6177093,0,0,,0,0,0,0,UP,100,1,0,,0,147,0,,1,12,0,,4891,,1,167,,167,,,,0,4891,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,8,
be_http_nginx-1_nginx-route-example-2,206d0c663116f7c8feae92074f63883b,0,0,0,2,,4890,743280,6175830,,0,,0,0,0,0,UP,100,1,0,0,0,147,0,,1,13,1,,4890,,2,166,,167,L4OK,,0,0,4890,0,0,0,0,0,,,,0,0,,,,,0,,,0,0,1,11,
be_http_nginx-1_nginx-route-example-2,BACKEND,0,0,0,2,1,4890,743280,6175830,0,0,,0,0,0,0,UP,100,1,0,,0,147,0,,1,13,0,,4890,,1,166,,167,,,,0,4890,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,1,11,
be_http_nginx-1_nginx-route-example-3,6648c1fe0dda9a584adbaba05212a90c,0,0,0,2,,4890,743280,6175835,,0,,0,0,0,0,UP,100,1,0,0,0,147,0,,1,14,1,,4890,,2,166,,167,L4OK,,0,0,4890,0,0,0,0,0,,,,0,0,,,,,0,,,0,0,1,11,
be_http_nginx-1_nginx-route-example-3,BACKEND,0,0,0,2,1,4890,743280,6175835,0,0,,0,0,0,0,UP,100,1,0,,0,147,0,,1,14,0,,4890,,1,166,,167,,,,0,4890,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,1,11,

timestamp: 1481113826.604595297
# pxname,svname,qcur,qmax,scur,smax,slim,stot,bin,bout,dreq,dresp,ereq,econ,eresp,wretr,wredis,status,weight,act,bck,chkfail,chkdown,lastchg,downtime,qlimit,pid,iid,sid,throttle,lbtot,tracked,type,rate,rate_lim,rate_max,check_status,check_code,check_duration,hrsp_1xx,hrsp_2xx,hrsp_3xx,hrsp_4xx,hrsp_5xx,hrsp_other,hanafail,req_rate,req_rate_max,req_tot,cli_abrt,srv_abrt,comp_in,comp_out,comp_byp,comp_rsp,lastsess,last_chk,last_agt,qtime,ctime,rtime,ttime,
stats,FRONTEND,,,0,2,8192,12,1452,1752,0,0,0,,,,,OPEN,,,,,,,,,1,2,0,,,,0,0,0,2,,,,0,12,0,0,0,0,,0,2,12,,,0,0,0,0,,,,,,,,
stats,BACKEND,0,0,0,0,820,0,1452,1752,0,0,,0,0,0,0,UP,0,0,0,,0,157,0,,1,2,0,,0,,1,0,,0,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
public,FRONTEND,,,10,10,8192,11,3013856,25041794,0,0,0,,,,,OPEN,,,,,,,,,1,3,0,,,,0,0,0,4,,,,0,19828,0,0,0,0,,499,500,19828,,,0,0,0,0,,,,,,,,
public_ssl,FRONTEND,,,0,0,8192,0,0,0,0,0,0,,,,,OPEN,,,,,,,,,1,4,0,,,,0,0,0,0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,,,,,,
be_sni,fe_sni,0,0,0,0,,0,0,0,,0,,0,0,0,0,no check,1,1,0,,,,,,1,5,1,,0,,2,0,,0,,,,,,,,,,0,,,,0,0,,,,,-1,,,0,0,0,0,
be_sni,BACKEND,0,0,0,0,820,0,0,0,0,0,,0,0,0,0,UP,1,1,0,,0,157,0,,1,5,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
fe_sni,FRONTEND,,,0,0,8192,0,0,0,0,0,0,,,,,OPEN,,,,,,,,,1,6,0,,,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,,,,,
be_no_sni,fe_no_sni,0,0,0,0,,0,0,0,,0,,0,0,0,0,no check,1,1,0,,,,,,1,7,1,,0,,2,0,,0,,,,,,,,,,0,,,,0,0,,,,,-1,,,0,0,0,0,
be_no_sni,BACKEND,0,0,0,0,820,0,0,0,0,0,,0,0,0,0,UP,1,1,0,,0,157,0,,1,7,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
fe_no_sni,FRONTEND,,,0,0,8192,0,0,0,0,0,0,,,,,OPEN,,,,,,,,,1,8,0,,,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,,,,,
openshift_default,BACKEND,0,0,0,0,2458,0,0,0,0,0,,0,0,0,0,UP,0,0,0,,0,157,0,,1,9,0,,0,,1,0,,0,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
be_tcp_default_docker-registry,8eb0adda9290e79c24d873e246b0aaa7,0,0,0,0,,0,0,0,,0,,0,0,0,0,UP,100,1,0,0,0,157,0,,1,10,1,,0,,2,0,,0,L4OK,,0,,,,,,,0,,,,0,0,,,,,-1,,,0,0,0,0,
be_tcp_default_docker-registry,BACKEND,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,UP,100,1,0,,0,157,0,,1,10,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
be_tcp_default_registry-console,1429c99ec28de79a5ddf80aff26fd489,0,0,0,0,,0,0,0,,0,,0,0,0,0,UP,100,1,0,0,0,157,0,,1,11,1,,0,,2,0,,0,L4OK,,0,,,,,,,0,,,,0,0,,,,,-1,,,0,0,0,0,
be_tcp_default_registry-console,BACKEND,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,UP,100,1,0,,0,157,0,,1,11,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
be_http_nginx-1_nginx-route-example-1,c4173fc2d0aa1ebf0b998bf010731eeb,0,0,0,2,,6610,1004720,8348105,,0,,0,0,0,0,UP,100,1,0,0,0,157,0,,1,12,1,,6610,,2,166,,167,L4OK,,0,0,6610,0,0,0,0,0,,,,0,0,,,,,0,,,0,0,0,20,
be_http_nginx-1_nginx-route-example-1,BACKEND,0,0,0,2,1,6610,1004720,8348105,0,0,,0,0,0,0,UP,100,1,0,,0,157,0,,1,12,0,,6610,,1,166,,167,,,,0,6610,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,20,
be_http_nginx-1_nginx-route-example-2,206d0c663116f7c8feae92074f63883b,0,0,0,2,,6609,1004568,8346842,,0,,0,0,0,0,UP,100,1,0,0,0,157,0,,1,13,1,,6609,,2,166,,167,L4OK,,0,0,6609,0,0,0,0,0,,,,0,0,,,,,0,,,0,0,0,14,
be_http_nginx-1_nginx-route-example-2,BACKEND,0,0,0,2,1,6609,1004568,8346842,0,0,,0,0,0,0,UP,100,1,0,,0,157,0,,1,13,0,,6609,,1,166,,167,,,,0,6609,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,14,
be_http_nginx-1_nginx-route-example-3,6648c1fe0dda9a584adbaba05212a90c,0,0,0,2,,6609,1004568,8346847,,0,,0,0,0,0,UP,100,1,0,0,0,157,0,,1,14,1,,6609,,2,166,,167,L4OK,,0,0,6609,0,0,0,0,0,,,,0,0,,,,,0,,,0,0,1,12,
be_http_nginx-1_nginx-route-example-3,BACKEND,0,0,0,2,1,6609,1004568,8346847,0,0,,0,0,0,0,UP,100,1,0,,0,157,0,,1,14,0,,6609,,1,166,,167,,,,0,6609,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,1,12,

timestamp: 1481113836.919432997
# pxname,svname,qcur,qmax,scur,smax,slim,stot,bin,bout,dreq,dresp,ereq,econ,eresp,wretr,wredis,status,weight,act,bck,chkfail,chkdown,lastchg,downtime,qlimit,pid,iid,sid,throttle,lbtot,tracked,type,rate,rate_lim,rate_max,check_status,check_code,check_duration,hrsp_1xx,hrsp_2xx,hrsp_3xx,hrsp_4xx,hrsp_5xx,hrsp_other,hanafail,req_rate,req_rate_max,req_tot,cli_abrt,srv_abrt,comp_in,comp_out,comp_byp,comp_rsp,lastsess,last_chk,last_agt,qtime,ctime,rtime,ttime,
stats,FRONTEND,,,0,2,8192,14,1694,2044,0,0,0,,,,,OPEN,,,,,,,,,1,2,0,,,,0,0,0,2,,,,0,14,0,0,0,0,,0,2,14,,,0,0,0,0,,,,,,,,
stats,BACKEND,0,0,0,0,820,0,1694,2044,0,0,,0,0,0,0,UP,0,0,0,,0,168,0,,1,2,0,,0,,1,0,,0,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
public,FRONTEND,,,14,14,8192,19,3798632,31562837,0,0,2,,,,,OPEN,,,,,,,,,1,3,0,,,,0,0,0,8,,,,0,24991,0,2,0,0,,500,502,24993,,,0,0,0,0,,,,,,,,
public_ssl,FRONTEND,,,0,0,8192,0,0,0,0,0,0,,,,,OPEN,,,,,,,,,1,4,0,,,,0,0,0,0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,,,,,,
be_sni,fe_sni,0,0,0,0,,0,0,0,,0,,0,0,0,0,no check,1,1,0,,,,,,1,5,1,,0,,2,0,,0,,,,,,,,,,0,,,,0,0,,,,,-1,,,0,0,0,0,
be_sni,BACKEND,0,0,0,0,820,0,0,0,0,0,,0,0,0,0,UP,1,1,0,,0,168,0,,1,5,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
fe_sni,FRONTEND,,,0,0,8192,0,0,0,0,0,0,,,,,OPEN,,,,,,,,,1,6,0,,,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,,,,,
be_no_sni,fe_no_sni,0,0,0,0,,0,0,0,,0,,0,0,0,0,no check,1,1,0,,,,,,1,7,1,,0,,2,0,,0,,,,,,,,,,0,,,,0,0,,,,,-1,,,0,0,0,0,
be_no_sni,BACKEND,0,0,0,0,820,0,0,0,0,0,,0,0,0,0,UP,1,1,0,,0,168,0,,1,7,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
fe_no_sni,FRONTEND,,,0,0,8192,0,0,0,0,0,0,,,,,OPEN,,,,,,,,,1,8,0,,,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,,,,,
openshift_default,BACKEND,0,0,0,0,2458,0,0,0,0,0,,0,0,0,0,UP,0,0,0,,0,168,0,,1,9,0,,0,,1,0,,0,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
be_tcp_default_docker-registry,8eb0adda9290e79c24d873e246b0aaa7,0,0,0,0,,0,0,0,,0,,0,0,0,0,UP,100,1,0,0,0,168,0,,1,10,1,,0,,2,0,,0,L4OK,,0,,,,,,,0,,,,0,0,,,,,-1,,,0,0,0,0,
be_tcp_default_docker-registry,BACKEND,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,UP,100,1,0,,0,168,0,,1,10,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
be_tcp_default_registry-console,1429c99ec28de79a5ddf80aff26fd489,0,0,0,0,,0,0,0,,0,,0,0,0,0,UP,100,1,0,0,0,168,0,,1,11,1,,0,,2,0,,0,L4OK,,0,,,,,,,0,,,,0,0,,,,,-1,,,0,0,0,0,
be_tcp_default_registry-console,BACKEND,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,UP,100,1,0,,0,168,0,,1,11,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
be_http_nginx-1_nginx-route-example-1,c4173fc2d0aa1ebf0b998bf010731eeb,0,0,0,3,,8331,1266312,10521643,,0,,0,0,0,0,UP,100,1,0,0,0,168,0,,1,12,1,,8331,,2,167,,167,L4OK,,0,0,8331,0,0,0,0,0,,,,0,0,,,,,0,,,0,0,0,14,
be_http_nginx-1_nginx-route-example-1,BACKEND,0,0,0,3,1,8331,1266312,10521643,0,0,,0,0,0,0,UP,100,1,0,,0,168,0,,1,12,0,,8331,,1,167,,167,,,,0,8331,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,14,
be_http_nginx-1_nginx-route-example-2,206d0c663116f7c8feae92074f63883b,0,0,0,3,,8330,1266160,10520385,,0,,0,0,0,0,UP,100,1,0,0,0,168,0,,1,13,1,,8330,,2,166,,167,L4OK,,0,0,8330,0,0,0,0,0,,,,0,0,,,,,0,,,0,0,1,12,
be_http_nginx-1_nginx-route-example-2,BACKEND,0,0,0,3,1,8330,1266160,10520385,0,0,,0,0,0,0,UP,100,1,0,,0,168,0,,1,13,0,,8330,,1,166,,167,,,,0,8330,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,1,12,
be_http_nginx-1_nginx-route-example-3,6648c1fe0dda9a584adbaba05212a90c,0,0,0,3,,8330,1266160,10520385,,0,,0,0,0,0,UP,100,1,0,0,0,168,0,,1,14,1,,8330,,2,166,,167,L4OK,,0,0,8330,0,0,0,0,0,,,,0,0,,,,,0,,,0,0,1,13,
be_http_nginx-1_nginx-route-example-3,BACKEND,0,0,0,3,1,8330,1266160,10520385,0,0,,0,0,0,0,UP,100,1,0,,0,168,0,,1,14,0,,8330,,1,166,,167,,,,0,8330,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,1,13,

timestamp: 1481113847.244290156
# pxname,svname,qcur,qmax,scur,smax,slim,stot,bin,bout,dreq,dresp,ereq,econ,eresp,wretr,wredis,status,weight,act,bck,chkfail,chkdown,lastchg,downtime,qlimit,pid,iid,sid,throttle,lbtot,tracked,type,rate,rate_lim,rate_max,check_status,check_code,check_duration,hrsp_1xx,hrsp_2xx,hrsp_3xx,hrsp_4xx,hrsp_5xx,hrsp_other,hanafail,req_rate,req_rate_max,req_tot,cli_abrt,srv_abrt,comp_in,comp_out,comp_byp,comp_rsp,lastsess,last_chk,last_agt,qtime,ctime,rtime,ttime,
stats,FRONTEND,,,0,2,8192,16,1936,2336,0,0,0,,,,,OPEN,,,,,,,,,1,2,0,,,,0,0,0,2,,,,0,16,0,0,0,0,,0,2,16,,,0,0,0,0,,,,,,,,
stats,BACKEND,0,0,0,0,820,0,1936,2336,0,0,,0,0,0,0,UP,0,0,0,,0,178,0,,1,2,0,,0,,1,0,,0,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
public,FRONTEND,,,0,14,8192,19,4558632,37877587,0,0,2,,,,,OPEN,,,,,,,,,1,3,0,,,,0,0,0,8,,,,0,29991,0,2,0,0,,349,502,29993,,,0,0,0,0,,,,,,,,
public_ssl,FRONTEND,,,0,0,8192,0,0,0,0,0,0,,,,,OPEN,,,,,,,,,1,4,0,,,,0,0,0,0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,,,,,,
be_sni,fe_sni,0,0,0,0,,0,0,0,,0,,0,0,0,0,no check,1,1,0,,,,,,1,5,1,,0,,2,0,,0,,,,,,,,,,0,,,,0,0,,,,,-1,,,0,0,0,0,
be_sni,BACKEND,0,0,0,0,820,0,0,0,0,0,,0,0,0,0,UP,1,1,0,,0,178,0,,1,5,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
fe_sni,FRONTEND,,,0,0,8192,0,0,0,0,0,0,,,,,OPEN,,,,,,,,,1,6,0,,,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,,,,,
be_no_sni,fe_no_sni,0,0,0,0,,0,0,0,,0,,0,0,0,0,no check,1,1,0,,,,,,1,7,1,,0,,2,0,,0,,,,,,,,,,0,,,,0,0,,,,,-1,,,0,0,0,0,
be_no_sni,BACKEND,0,0,0,0,820,0,0,0,0,0,,0,0,0,0,UP,1,1,0,,0,178,0,,1,7,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
fe_no_sni,FRONTEND,,,0,0,8192,0,0,0,0,0,0,,,,,OPEN,,,,,,,,,1,8,0,,,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,,,,,
openshift_default,BACKEND,0,0,0,0,2458,0,0,0,0,0,,0,0,0,0,UP,0,0,0,,0,178,0,,1,9,0,,0,,1,0,,0,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
be_tcp_default_docker-registry,8eb0adda9290e79c24d873e246b0aaa7,0,0,0,0,,0,0,0,,0,,0,0,0,0,UP,100,1,0,0,0,178,0,,1,10,1,,0,,2,0,,0,L4OK,,0,,,,,,,0,,,,0,0,,,,,-1,,,0,0,0,0,
be_tcp_default_docker-registry,BACKEND,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,UP,100,1,0,,0,178,0,,1,10,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
be_tcp_default_registry-console,1429c99ec28de79a5ddf80aff26fd489,0,0,0,0,,0,0,0,,0,,0,0,0,0,UP,100,1,0,0,0,178,0,,1,11,1,,0,,2,0,,0,L4OK,,0,,,,,,,0,,,,0,0,,,,,-1,,,0,0,0,0,
be_tcp_default_registry-console,BACKEND,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,UP,100,1,0,,0,178,0,,1,11,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,
be_http_nginx-1_nginx-route-example-1,c4173fc2d0aa1ebf0b998bf010731eeb,0,0,0,3,,9997,1519544,12625721,,0,,0,0,0,0,UP,100,1,0,0,0,178,0,,1,12,1,,9997,,2,115,,167,L4OK,,0,0,9997,0,0,0,0,0,,,,0,0,,,,,0,,,0,0,1,7,
be_http_nginx-1_nginx-route-example-1,BACKEND,0,0,0,3,1,9997,1519544,12625721,0,0,,0,0,0,0,UP,100,1,0,,0,178,0,,1,12,0,,9997,,1,115,,167,,,,0,9997,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,1,7,
be_http_nginx-1_nginx-route-example-2,206d0c663116f7c8feae92074f63883b,0,0,0,3,,9997,1519544,12625721,,0,,0,0,0,0,UP,100,1,0,0,0,178,0,,1,13,1,,9997,,2,116,,167,L4OK,,0,0,9997,0,0,0,0,0,,,,0,0,,,,,0,,,0,0,1,8,
be_http_nginx-1_nginx-route-example-2,BACKEND,0,0,0,3,1,9997,1519544,12625721,0,0,,0,0,0,0,UP,100,1,0,,0,178,0,,1,13,0,,9997,,1,116,,167,,,,0,9997,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,1,8,
be_http_nginx-1_nginx-route-example-3,6648c1fe0dda9a584adbaba05212a90c,0,0,0,3,,9997,1519544,12625721,,0,,0,0,0,0,UP,100,1,0,0,0,178,0,,1,14,1,,9997,,2,116,,167,L4OK,,0,0,9997,0,0,0,0,0,,,,0,0,,,,,0,,,0,0,0,6,
be_http_nginx-1_nginx-route-example-3,BACKEND,0,0,0,3,1,9997,1519544,12625721,0,0,,0,0,0,0,UP,100,1,0,,0,178,0,,1,14,0,,9997,,1,116,,167,,,,0,9997,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,6,

